id,name,description,latitude,longitude,city,region,category,activities,estimated_cost,avg_duration_hours,mood_tags,rating
549,Pir Chinasi Road Viewpoint,Multiple viewpoints along the winding road to Pir Chinasi with city and valley views.,34.374451,73.468439,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
550,Muzaffarabad Bazaar,The main market area of Muzaffarabad city with local shops and food stalls.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Market,Shopping; Food Tasting,500 PKR,2,family; friends; laid-back; festive,3.4
551,Subri Lake,A small lake near Muzaffarabad surrounded by forests and walking trails.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Lake,Photography; Walking; Picnicking,0 PKR,2,family; couple; relaxed; peaceful,3.4
552,Muzaffarabad Fort (Black Fort),Another historical fortification in Muzaffarabad with strategic military importance.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Fort,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.4
553,Chattar Park,A public park in Muzaffarabad with gardens and recreational facilities.,0.000000,0.000000,Muzaffarabad,Azad Kashmir,Park,Photography; Walking; Picnicking,20 PKR,3,family; couple; friends; relaxed; peaceful,3.6
554,Earthquake Memorial Park,A memorial park commemorating the devastating 2005 earthquake in Muzaffarabad.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.4
555,Jhelum River Viewpoint,Viewpoints along the Jhelum River as it flows through Muzaffarabad.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
556,Langarpura Village,A village near Muzaffarabad known for its scenic location and forest trails.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational; meditative,3.4
557,Muzaffarabad Riverside Walk,A walking trail along the river banks of Muzaffarabad city.,34.374451,73.468439,Muzaffarabad,Azad Kashmir,Park,Photography; Walking; Picnicking,0 PKR,3,family; couple; friends; relaxed; peaceful,3.4
558,Patika Town,A small town near Muzaffarabad known for its beautiful valley and river views.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.4
559,Chattar Domel Bridge,A bridge at the confluence of Jhelum and Neelum rivers offering river views.,34.348497,73.463426,Muzaffarabad,Azad Kashmir,Bridge,Photography; Walking,0 PKR,0.5,friends; solo; adventurous; thrilling,4.3
560,Ghari Dupatta Town,A town near Muzaffarabad with traditional architecture and mountain scenery.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.4
561,Muzaffarabad Botanical Garden,A botanical garden with local and exotic plant species near the city center.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Park,Photography; Walking; Picnicking,30 PKR,3,family; couple; friends; relaxed; peaceful,3.4
562,Kohala Bridge,A bridge on the Jhelum River marking the entry into Azad Kashmir from Punjab.,0.000000,0.000000,Muzaffarabad,Azad Kashmir,Bridge,Photography; Walking,0 PKR,0.5,friends; solo; adventurous; thrilling,4.3
563,Dhirkot Hill Station,A scenic hill station above Muzaffarabad with cool climate and mountain views.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.4
564,Neelum View Park,A viewpoint park overlooking the Neelum Valley from Muzaffarabad side.,34.374451,73.468439,Muzaffarabad,Azad Kashmir,Park,Photography; Walking; Picnicking,0 PKR,3,family; couple; friends; relaxed; peaceful,3.4
565,Muzaffarabad Sunset Point,A popular sunset viewing spot on the hills above Muzaffarabad city.,34.374451,73.468439,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing; Sunset Viewing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
566,Chinari Town,A scenic town near Muzaffarabad known for its chinar trees and cool climate.,34.15968,73.81555,Muzaffarabad,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.4
567,Keran Viewpoint (Muzaffarabad),A viewpoint on the road from Muzaffarabad toward Neelum Valley.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
568,Ambore Valley,A scenic valley near Muzaffarabad with hiking trails and rural landscapes.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful,3.4
569,Chattar Falls,A waterfall near Chattar area in Muzaffarabad accessible by a short walk.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,3.4
570,Garhi Dupatta Viewpoint,An elevated viewpoint offering views of the Ghari Dupatta area and surrounding mountains.,34.373475,73.470241,Muzaffarabad,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.4
571,Muzaffarabad Heritage Walk,A heritage trail through the old parts of Muzaffarabad visiting historical sites.,34.374451,73.468439,Muzaffarabad,Azad Kashmir,Historical Site,Photography; Sightseeing; Walking; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.4
572,Leepa Valley,"One of the most beautiful valleys in AJK with lush forests, waterfalls, and colorful rooftops.",0.000000,0.000000,Leepa Valley,Azad Kashmir,Valley,Hiking; Camping; Photography; Sightseeing; Nature Walks; Cultural Tours,500 PKR,6,family; friends; couple; peaceful; romantic; relaxed,4.8
573,Reshian Village,The main village of Leepa Valley known for its traditional houses with colorful tin roofs.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
574,Dao Khan Village,A scenic village in Leepa Valley with terraced fields and mountain backdrop.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.8
575,Leepa Valley Rice Terraces,Beautiful terraced rice paddy fields in the Leepa Valley reminiscent of Southeast Asia.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.8
576,Leepa River,A clear mountain river flowing through the Leepa Valley with fishing and riverside picnic spots.,34.241556,73.648,Leepa Valley,Azad Kashmir,River,Photography; Fishing; Picnicking,500 PKR,2,family; friends; relaxed; peaceful,4.8
577,Reshian Waterfall,A scenic waterfall near Reshian village in the Leepa Valley.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing,0 PKR,1,family; couple; friends; peaceful; romantic,4.1
578,Leepa Valley Forest Walk,Walking trails through the dense forests of the Leepa Valley.,34.241556,73.648,Leepa Valley,Azad Kashmir,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.1
579,Noori Top (Leepa Valley),A viewpoint above Leepa Valley offering panoramic views of the entire valley.,34.241556,73.648,Leepa Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.1
580,Chananian Lake,A scenic lake near Leepa Valley surrounded by dense forests.,34.241556,73.648,Leepa Valley,Azad Kashmir,Lake,Photography; Sightseeing; Picnicking,0 PKR,2.5,family; couple; friends; relaxed; peaceful; meditative,4.1
581,Leepa Valley Camping Ground,Designated camping spots in the Leepa Valley with river and mountain views.,34.380714,74.020025,Leepa Valley,Azad Kashmir,Camping Site,Hiking; Camping; Photography; Stargazing,500 PKR,4,family; friends; adventurous; relaxed; peaceful; romantic; meditative,4.1
582,Chanjal Village,A picturesque village in Leepa Valley with walnut trees and terraced farms.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.8
583,Leepa Valley Cherry Trees,Roads lined with cherry and almond blossom trees that bloom spectacularly in spring.,34.241556,73.648,Leepa Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.8
584,Reshian Fort Ruins,Remnants of a historic fort in Reshian village with strategic valley views.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Fort,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.4
585,Leepa Valley Cultural Center,A center showcasing the cultural heritage of the Leepa Valley communities.,34.279,73.809,Leepa Valley,Azad Kashmir,Cultural Site,Photography; Sightseeing; Cultural Tours,0 PKR,1.5,family; couple; cultural; educational,4.8
586,Leepa to Haji Pir Pass Road,A scenic road connecting Leepa Valley to the Haji Pir area with mountain views.,34.241556,73.648,Leepa Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.1
587,Jandali Village,A small village in Leepa Valley known for its handicrafts and warm hospitality.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Village,Photography; White-water Rafting; Cultural Tours; Village Walks; Handicraft Shopping,3000 PKR,2,family; couple; adventurous; thrilling; energetic; peaceful; cultural; educational,4.1
588,Leepa Valley Sunset Viewpoint,A hilltop spot for watching sunset over the colorful Leepa Valley rooftops.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Viewpoint,Photography; Sightseeing; Sunset Viewing,0 PKR,1,family; couple; solo; peaceful; romantic,4.1
589,Leepa River Bridge,A traditional bridge over the Leepa River connecting valley villages.,34.241556,73.648,Leepa Valley,Azad Kashmir,Bridge,Photography; Walking,0 PKR,0.5,friends; solo; adventurous; thrilling,4.1
590,Sardari Village,A traditional village in the upper Leepa Valley with stunning scenery.,34.396141,74.007638,Leepa Valley,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.1
591,Leepa Valley Fruit Orchards,"Orchards of apple, walnut, and cherry trees that define the Leepa Valley landscape.",34.396141,74.007638,Leepa Valley,Azad Kashmir,Park,Photography; Walking; Picnicking,0 PKR,3,family; couple; friends; relaxed; peaceful,4.8
592,Banjosa Lake,A scenic pine-surrounded lake near Rawalakot offering boating and lakeside walks.,33.809450,73.816040,Rawalakot,Azad Kashmir,Lake,Photography; Boating; Horse Riding; Walking; Picnicking,800 PKR,2.5,family; couple; friends; relaxed; peaceful; romantic,4.0
593,Rawalakot City,The capital of Poonch district in AJK known for its pleasant climate and scenic location.,33.857228,73.760575,Rawalakot,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.7
594,Toli Pir,A hilltop viewpoint at 2850m near Rawalakot offering views of the Kashmir Valley and mountains.,0.000000,0.000000,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,3,family; couple; friends; spiritual; peaceful; meditative,4.7
595,Poonch River,A scenic river flowing through Rawalakot district with fishing and picnic spots.,33.857228,73.760575,Rawalakot,Azad Kashmir,River,Photography; Fishing; Picnicking,500 PKR,2,family; friends; relaxed; peaceful,3.7
596,Rawalakot Bazaar,The main market of Rawalakot town with local handicrafts and traditional food.,33.857228,73.760575,Rawalakot,Azad Kashmir,Market,White-water Rafting; Shopping; Food Tasting,500 PKR,1.5,family; friends; laid-back,3.7
597,Toli Pir Shrine,A Sufi shrine on the Toli Pir hilltop visited by pilgrims and tourists.,33.857228,73.760575,Rawalakot,Azad Kashmir,Religious Site,Photography; Sightseeing,0 PKR,2,family; friends; relaxed,3.7
598,Khai Gala,A scenic viewpoint near Rawalakot with panoramic mountain and valley views.,33.846851,73.82937,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.0
599,Rawalakot Fort,Historical fort ruins near Rawalakot with strategic views of the Poonch Valley.,33.857228,73.760575,Rawalakot,Azad Kashmir,Fort,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.7
600,Banjosa Pine Forest,Dense pine forests surrounding Banjosa Lake ideal for nature walks.,33.858458,73.755893,Rawalakot,Azad Kashmir,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,3.7
601,Tain Dol,A scenic area near Rawalakot known for its lush green hills and valleys.,33.857228,73.760575,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.7
602,Thorar Valley,A scenic valley in Poonch district with traditional villages and farming.,33.857228,73.760575,Rawalakot,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful,3.7
603,Hajira Town,A town in Poonch district with a bazaar and proximity to the Line of Control.,33.857228,73.760575,Rawalakot,Azad Kashmir,Village,Photography; Shopping; Cultural Tours; Village Walks,0 PKR,2,family; couple; laid-back; peaceful; cultural; educational; festive,3.7
604,Sudhangali Viewpoint,An elevated viewpoint near Rawalakot offering panoramic views of the hills.,33.857228,73.760575,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.7
605,Banjosa Lake Boat Club,A boating facility at Banjosa Lake offering rowing and paddle boats.,33.857228,73.760575,Rawalakot,Azad Kashmir,Adventure Spot,Photography; Boating,1000 PKR,2,family; couple; friends; relaxed; romantic,3.7
606,Rawalakot Golf Course,A scenic golf course near Rawalakot set against mountain backdrops.,33.857228,73.760575,Rawalakot,Azad Kashmir,Adventure Spot,Photography; Walking; Golfing,5000 PKR,4,couple; friends; relaxed; laid-back,3.7
607,Poonch Valley Viewpoint,A viewpoint offering sweeping views of the Poonch Valley and surrounding hills.,33.857228,73.760575,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,3.7
608,Abbaspur Town,A town in Poonch with traditional architecture and cultural heritage sites.,33.857228,73.760575,Rawalakot,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,3.7
609,Toli Pir Forest Walk,A forest trail leading to the Toli Pir summit through pine and oak trees.,33.858458,73.755893,Rawalakot,Azad Kashmir,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,solo; relaxed; peaceful; meditative,3.7
610,Rawalakot Pine View Resort Area,A scenic area near Rawalakot with pine forests and mountain views.,33.857228,73.760575,Rawalakot,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; relaxed; peaceful; romantic; meditative,3.7
611,Tatapani Hot Spring (Poonch),A natural hot water spring in the Poonch district used for therapeutic bathing.,33.857228,73.760575,Rawalakot,Azad Kashmir,Hot Spring,Photography; Hot Spring Bathing; Relaxation,300 PKR,1.5,family; couple; relaxed; peaceful,3.7
612,Bagh City,The capital of Bagh district in AJK known for its climate and proximity to scenic valleys.,33.78941,73.55131,Bagh,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.4
613,Bagh Fort,Historical fort ruins in Bagh with views over the town and surrounding hills.,33.78941,73.55131,Bagh,Azad Kashmir,Fort,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.4
614,Sudhan Gali,A scenic mountain pass connecting Bagh with Muzaffarabad offering panoramic views.,33.99745,73.775281,Bagh,Azad Kashmir,Pass,Photography; Sightseeing,0 PKR,1.5,family; couple; friends; adventurous; peaceful; romantic,4.5
615,Bagh Waterfall,A waterfall near Bagh town accessible by a short walk through green hills.,33.78941,73.55131,Bagh,Azad Kashmir,Waterfall,Hiking; Photography; Sightseeing; Walking,0 PKR,1,family; couple; friends; peaceful; romantic,5.0
616,Dhalkania Lake,A small scenic lake near Bagh surrounded by forested hills.,34.367754,74.557543,Bagh,Azad Kashmir,Lake,Photography; Sightseeing; Boating; Picnicking,1000 PKR,2,family; couple; relaxed; peaceful,4.0
617,Bagh Pine Forest,Dense pine forests in the Bagh district ideal for nature walks and camping.,33.980008,73.773788,Bagh,Azad Kashmir,Forest,Hiking; Camping; Photography; Birdwatching; Nature Walks,500 PKR,3,family; couple; peaceful; meditative; relaxed,4.5
618,Los Meadow,A high-altitude meadow above Bagh with panoramic views and camping opportunities.,33.980008,73.773788,Bagh,Azad Kashmir,Meadow,Hiking; Camping; Photography; Picnicking; Stargazing,500 PKR,3,friends; family; peaceful; relaxed,4.7
619,Bagh Bazaar,The traditional marketplace of Bagh town with local handicrafts and produce.,33.980008,73.773788,Bagh,Azad Kashmir,Market,White-water Rafting; Shopping; Food Tasting,500 PKR,1.5,family; friends; laid-back,4.2
620,Hari Ghel Top,A hilltop viewpoint near Bagh offering views of the surrounding valleys and peaks.,34.01,73.77,Bagh,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,solo; peaceful; romantic,4.5
621,Dhamni Valley,A fertile valley near Bagh with orchards and traditional villages.,33.976619,73.791289,Bagh,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks; Walking,0 PKR,5,family; couple; friends; relaxed; peaceful,4.6
622,Bagh Riverside Picnic Area,A riverside recreation area along the streams near Bagh town.,33.980008,73.773788,Bagh,Azad Kashmir,Park,Photography; Walking; Picnicking,0 PKR,3,family; couple; friends; relaxed; peaceful,4.4
623,Malot Temple Ruins (Bagh Side),Ancient Hindu temple ruins near the Bagh district with archaeological significance.,33.94,73.8,Bagh,Azad Kashmir,Archaeological Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.2
624,Sudhan Gali Pine Walk,A scenic walk through pine forests near Sudhan Gali pass.,33.976619,73.791289,Bagh,Azad Kashmir,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.5
625,Bagh Valley Viewpoint,An elevated viewpoint overlooking the Bagh district valley and settlements.,33.980008,73.773788,Bagh,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
626,Kahuta Town (AJK),A town in the Haveli district near Bagh with scenic mountain views.,33.88374,74.104667,Bagh,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.2
627,Hattian Bala Town,The capital of Hattian Bala district in AJK known for its natural beauty.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,5.0
628,Leswa Valley,A scenic valley in Hattian Bala with traditional villages and forest trails.,34.1704,73.73379,Hattian Bala,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; meditative,4.1
629,Hattian Bala Lake,"A lake formed after the 2005 earthquake, now a scenic attraction.",34.1691,73.7432,Hattian Bala,Azad Kashmir,Lake,Photography; Sightseeing; Boating; Picnicking,1000 PKR,2,family; couple; relaxed; peaceful,4.4
630,Jhelum Valley,The valley of the Jhelum River in AJK with historical sites and scenic beauty.,34.178948,73.708526,Hattian Bala,Azad Kashmir,Valley,Hiking; Photography; Sightseeing; Nature Walks,0 PKR,5,family; couple; friends; relaxed; peaceful; cultural; educational,4.1
631,Chikar Town,A small town in the Jhelum Valley known for its pleasant climate.,34.16,73.58,Hattian Bala,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,5.0
632,Danna Hill Station,A hill station near Hattian Bala with cool climate and mountain scenery.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,5.0
633,Hattian Bala Forest Reserve,Protected forests in the Hattian Bala district with diverse wildlife.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Forest,Hiking; Photography; Wildlife Watching; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,5.0
634,Lachrat Viewpoint,A viewpoint near Hattian Bala offering views of the Kashmir Mountains.,34.175,73.735,Hattian Bala,Azad Kashmir,Viewpoint,Photography; Sightseeing,0 PKR,1,family; couple; solo; peaceful; romantic,4.5
635,Chattar Klass Village,A traditional village in the Jhelum Valley with wooden houses and terraced farms.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.0
636,Hattian Bala Earthquake Site,Sites in Hattian Bala area showing the impact of the massive 2005 earthquake.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,4.3
637,Chamiati Village,A scenic village in Hattian Bala with mountain views and rural charm.,34.170579,73.742835,Hattian Bala,Azad Kashmir,Village,Photography; Cultural Tours; Village Walks,0 PKR,2,family; couple; peaceful; cultural; educational,4.0
638,Jhelum Valley Forest Walk,Walking trails through the forests of the Jhelum Valley near Hattian Bala.,34.1704,73.73379,Hattian Bala,Azad Kashmir,Forest,Hiking; Photography; Birdwatching; Nature Walks,0 PKR,3,family; couple; solo; relaxed; peaceful; meditative,4.8
639,Mall Road Murree,The main commercial street of Murree lined with colonial-era buildings and shops selling souvenirs and local handicrafts.,33.90535,73.3922,Murree,Punjab,Market,Photography; Walking; Shopping; Food Tasting,500 PKR,2,family; friends; couple; laid-back; festive,3.5
640,Pindi Point,A scenic hilltop viewpoint offering panoramic views of Rawalpindi and Islamabad with a chairlift ride descending 1.5 km.,33.892906,73.379416,Murree,Punjab,Viewpoint,Photography; Sightseeing; Chairlift Ride,1000 PKR,1.5,family; couple; friends; relaxed; thrilling,3.5
641,Kashmir Point,"The highest vantage point in Murree at 7500 feet offering sweeping views of Kashmir mountains, lush forests, and valleys.",33.913628,73.404200,Murree,Punjab,Viewpoint,Photography; Sightseeing; Horse Riding; Picnicking,800 PKR,1,family; couple; romantic; peaceful; relaxed,4.4
642,Patriata (New Murree),A hill station 15 km from Murree featuring a famous 7 km chairlift and cable car system with panoramic views of pine-covered hills.,33.871948,73.457441,Murree,Punjab,Adventure Spot,Photography; Sightseeing; Chairlift Ride; Zip Lining; Walking,1500 PKR,3,family; friends; adventurous; thrilling; energetic,4.0
643,GPO Murree,A colonial-era General Post Office building on Mall Road established in 1867 housing a postal museum with historical stamps and artifacts.,33.90703,73.394564,Murree,Punjab,Historical Site,Photography; Sightseeing; History Tours; Museum Visit,50 PKR,1.5,family; couple; cultural; educational,3.5
644,Murree Wildlife Park (Bansra Gali),A 240-acre wildlife sanctuary established in 1986 housing Siberian tigers and Asian black bears among pine forests adjacent to Lawrence College.,33.577229,73.127058,Murree,Punjab,Park,Photography; Wildlife Watching; Birdwatching; Walking; Picnicking,50 PKR,3,family; couple; friends; relaxed; peaceful; meditative,4.3
645,Pindi Point Chairlift,A 1.5 km chairlift ride from Pindi Point descending to Bansra Gali with aerial views of the twin cities and surrounding valleys.,33.894058,73.373408,Murree,Punjab,Adventure Spot,Photography; Sightseeing; Chairlift Ride,1000 PKR,1,family; friends; couple; thrilling; adventurous,4.4
646,Bhurban,A hill station 9 km from Murree city nestled in thick pine forests with views of the Kashmir Valley and snow-clad mountains.,33.95454,73.45322,Murree,Punjab,Village,Photography; Sightseeing; Walking; Dining; Golfing,3000 PKR,4,couple; family; relaxed; romantic; laid-back,4.0
647,Ghora Gali,A historic hill station on the Murree road known as the original site of the Murree Brewery established in 1860 during the British era.,33.895084,73.368443,Murree,Punjab,Historical Site,Photography; Sightseeing; Walking; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.5
648,Jhika Gali,A scenic pass on the Rawalpindi-Murree road known for its mountain views and cool climate surrounded by pine forests.,33.91507,73.419541,Murree,Punjab,Viewpoint,Photography; Sightseeing; Nature Walks; Walking,0 PKR,1,family; couple; solo; relaxed; peaceful; romantic; meditative,4.4
649,St Margaret's Church Murree,A colonial-era church in Murree declared a special heritage premises under the Special Premises Preservation Ordinance 1985.,33.905683,73.392674,Murree,Punjab,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.5
650,Punjab House Murree,A historic mansion built in 1937 featuring three floors with executive suites used as a state guest house and Chief Minister's annexe.,33.905683,73.392674,Murree,Punjab,Historical Site,Photography; Sightseeing; History Tours,0 PKR,1.5,family; couple; cultural; educational,3.5
651,Patriata Chairlift and Cable Car,A cable car and chairlift system stretching 7 km over pine-covered hills offering bird's-eye views of valleys and snow-capped peaks.,33.905683,73.392674,Murree,Punjab,Adventure Spot,Photography; Sightseeing; Chairlift Ride,1000 PKR,1.5,family; friends; couple; thrilling; adventurous,3.5
